Text,Entities
"Project Division Services 3d virtual, Web, Software, Design, Printing,Photography IT & networking, Project Division is an absolute package for those looking to be distinct from the rest, as the work done by us is not only unique but also globally competitive.","[('Project Division', 'ORGANIZATION'), ('Project Division', 'TITLE')]"
"Greenscapes Digital- build, design and supply dynamic and interactive digital signage boards for the purpose of enhancing communications to your target audiences.","[('Greenscapes', 'ORGANIZATION')]"
"Insight-Driven Performance Marketing at Scale. Digital advertising solutions that work to help you reach new audiences, engage your customer and drive sales.
Marketing | Social Video Lab | Malaysia
","[('Malaysia', 'LOCATION')]"
"Find an apartment, mobile home or condo in Columbia at a value price with help from TRS Property Management.","[('Columbia', 'LOCATION'), ('TRS Property Management', 'ORGANIZATION')]"
"Electrical Testing, NETA, NICET, NFPA Acceptance Testing, Electrical 
Inspection, Commissioning Power","[('NETA', 'ORGANIZATION'), ('NICET', 'ORGANIZATION')]"
"피부를 위한 지구상의 모든 뷰티 솔루션 - Journey to Miracle Solution, JMsolution","[('Journey', 'TITLE'), ('JMsolution', 'ORGANIZATION')]"
Metropolitan Ministries supports the Chattanooga area through social services. We answer calls for financial assistance from residents in need. Find out how.,"[('Metropolitan Ministries', 'ORGANIZATION'), ('Chattanooga', 'LOCATION')]"
LTC is a real estate investment trust that invests in private pay seniors housing and health care properties. ,"[('LTC', 'ORGANIZATION')]"
"Magnum is an enterprise ecommerce platform equipped with everything that a business needs to sell more
products online.","[('Magnum', 'TITLE')]"
"Unique Equation is an international fashion recruitment consultancy specialising in design and related divisions within the luxury, fashion, brand and sportswear markets","[('Unique Equation', 'ORGANIZATION')]"
We bring a diverse set of expertise to our customers in both the public and private sectors of Asia.,"[('Asia', 'LOCATION')]"
Shoreview serves independent seniors looking for the perfect retirement residence. See everything we have to offer when you join our family.,"[('Shoreview', 'ORGANIZATION')]"
"Founded in 1998, Malpack Corp. a leading manufacturer of high-quality industrial pre stretch films. Locate a representative in your area, today!","[('1998', 'DATE'), ('Malpack Corp.', 'ORGANIZATION'), ('today', 'DATE')]"
Outsource all your web development and management projects with the experts at SagaOS  | Best Online Marketing Consultancy in Kuala Lumpur Malaysia,"[('all', 'QUANTITY'), ('SagaOS', 'ORGANIZATION'), ('Kuala Lumpur Malaysia', 'LOCATION')]"
"Transunion offers total credit protection all in one place from credit score, credit report and credit alert. Check your credit score today from TransUnion!","[('Transunion', 'ORGANIZATION'), ('one place', 'QUANTITY'), ('today', 'DATE'), ('TransUnion', 'ORGANIZATION')]"
"Mobile Bar Hire and Keg Hire in Melbourne. Beer, cider, wine and cocktail kegs. View our range of portable bars and kegs for hire for your next event.","[('Melbourne', 'LOCATION')]"
Take your career to the next level,[]
Mobile Number Portability,[]
"With offices across Australia, New Zealand and the UK, Altis is a leading independent Data and Analytics consultancy delivering tangible business outcomes for 20 years with our passion of 'Connecting with Courage Heart and Insight'.","[('Australia', 'LOCATION'), ('New Zealand', 'LOCATION'), ('UK', 'LOCATION'), ('Altis', 'ORGANIZATION'), ('20 years', 'QUANTITY'), ('Connecting', 'TITLE'), ('with Courage Heart', 'OTHER'), ('and Insight', 'TITLE')]"
Sierra Range Construction,"[('Sierra Range', 'LOCATION')]"
H&C Metals is a full service scrap metal facility that is family owned and operated with nearly 40 years of experience. Call us today!,"[('H&C Metals', 'ORGANIZATION'), ('nearly 40 years', 'QUANTITY'), ('today', 'DATE')]"
"Italian Leader Pharmaceutical Wholesaler, specialising in importing and exporting drugs and medicines across the globe","[('Italian', 'OTHER')]"
"Unparalleled & Prestigious Private and Business Aircraft Services and FBO 
at Camarillo Airport - KCMA","[('Camarillo Airport', 'LOCATION'), ('KCMA', 'ORGANIZATION')]"
"Produced by master growers in the world’s premier cannabis appellations, our diverse menu offers something for every patient, from the novice to the connoisseur.","[('every patient', 'QUANTITY')]"
An informative website and blog about pharmacy schools and PharmD (Doctor of Pharmacy) programs in the United States,"[('Doctor', 'ORGANIZATION'), ('United States', 'LOCATION')]"
"At Eye to Eye Optical, you do not have to compromise style for functionality. Regardless of your visual requirements, we have designer frames and sunglasses that will allow you to see great and look great.","[('Eye to Eye Optical', 'ORGANIZATION')]"
alpha zodiac medical services Australia advisory investment medicine,"[('Australia', 'LOCATION')]"
"Fresh-caught and expediting shipping of seafood to distributors, restaurants, retailers and more",[]
"We are a Full-Service Creative Marketing Agency providing services in Facebook Marketing, Advertising, Google Marketing, Advertising, Search Engine Optimization (SEO), Online Reputation Management, Pay Per Click Advertising (PPC), Web Design, Creative, Landing Pages, Optimization, Domain Integration and Implementation, Copy-Writing, Content Building, Social Media; Content Management, Video Content Production; Editing, Business Directory Listings, Business Strategy.","[('Facebook', 'ORGANIZATION'), ('Google', 'ORGANIZATION')]"
Gambling.com Compares the UK's Best Online Gambling Sites and Games. Independent product reviews & exclusive sign up offers. Play Now!...,"[('Gambling.com', 'ORGANIZATION'), ('UK', 'LOCATION')]"
"Affiliate water companies, Baton Rouge Water Company, Ascension Water Company, and Parish Water Company supply high quality water to our customers in the greater Baton Rouge metro area.","[('Baton Rouge Water Company', 'ORGANIZATION'), ('Ascension Water Company', 'ORGANIZATION'), ('Parish Water Company', 'ORGANIZATION'), ('Baton Rouge', 'LOCATION')]"
"Get online with Website Builder! Create a free 2-page website to go with your new domain. Start now for free, no credit card required!","[('2-page', 'QUANTITY')]"
Premier wood and carbon fiber landing nets,[]
"If you are writing a business book or thinking about it, Lexicon Marketing can provide all the help and support you need.","[('Lexicon Marketing', 'ORGANIZATION'), ('all the help', 'QUANTITY')]"
"Buildstone Construction Company is a fast growing construction company. The company is engaged to build various structures including Building, Road, Bridge and other Infrastructures by using state of the art technology.","[('Buildstone Construction Company', 'ORGANIZATION')]"
"Sentinel Solutions, LLC's splash page.","[('Sentinel Solutions, LLC', 'ORGANIZATION')]"
GlocalDesign home page,"[('GlocalDesign', 'ORGANIZATION')]"
"We are growing friendship and faith with international students in the UK & Ireland. An international student ministry, welcoming and caring for students studying abroad.","[('UK', 'LOCATION'), ('Ireland', 'LOCATION')]"
"OEM Hardware has all the tools, auto hardware, fasteners, screws, nuts and bolts, cutting tools, and stainless steel bolts that you will ever need. Hard to find fasteners are our specialty. Call us first at 1.800.663.6554.","[('first', 'QUANTITY'), ('1.800.663.6554', 'OTHER')]"
"GUNN - Creators of the freshest jackets and resort shorts. Shop the latest 
collection for performance inspired shorts, jackets, hoodies, t-shirts, 
hats and accessories.","[('GUNN', 'PERSON')]"
Intelligent Investigative Services. Toronto & GTA Private Investigator Services for Cheating Spouse. Infidelity Surveillance Specialist. All domestic & corporate investigations. GTA Private Investigator.,"[('Toronto', 'LOCATION'), ('GTA', 'ORGANIZATION'), ('GTA', 'ORGANIZATION')]"
We are creative & marketing agency based in Malta. Our focus is on innovative creativity through our suite of services from design & marketing to SEO.,"[('Malta', 'LOCATION')]"
"Maitex ,a brand of reliability, integrity and reverence in the weaving industry, primarily focused on manufacturing premium Viscose based fabric.","[('Maitex', 'ORGANIZATION'), ('Viscose', 'OTHER')]"
"We make web/mobile apps for small businesses already killing it in their niche and who want more... more customers, more passive income, and more freedom.",[]
"Filling warehouse and logistics jobs in temp, temp to hire, and direct hire at the leading logistics and warehousing employers in the US.","[('US', 'LOCATION')]"
Welcome to Social Valkyrie - Home,"[('Social Valkyrie - Home', 'ORGANIZATION')]"
Centre art pluridisciplinaire est un espace d’atelier pour ses membres. Our multidisciplinary arts and crafts center is a workshop space for its members,"[('Centre', 'LOCATION')]"
"This website is for sale! greennbrown.com is your first and best source for all of the information you’re looking for. From general topics to more of what you would expect to find here, greennbrown.com has it all. We hope you find what you are searching for!","[('greennbrown.com', 'ORGANIZATION'), ('first', 'QUANTITY'), ('greennbrown.com', 'ORGANIZATION')]"
"Over 40 years of experience selling office furniture, office supplies, facilities supplies and workwear and Manchester and the UK.","[('Over 40 years', 'QUANTITY'), ('Manchester', 'LOCATION'), ('UK', 'LOCATION')]"
"Find great deals at Skyway Auto INC in Durango, CO.","[('Skyway Auto INC', 'ORGANIZATION'), ('Durango, CO.', 'LOCATION')]"
"Karya provides unique and innovative lighting products ranging from optical instruments such as microscopes, endoscopes to air field lamps. Our mission is to be a progressive and reliable resource in the field of specialized lighting, that delivers superior, measurable values and ensures consistent customer delight.","[('Karya', 'ORGANIZATION')]"
New Edge Marketing drives ROI through the collaborative implementation of direct and data driven strategies. Contact us for a free consultation today.,"[('today', 'DATE')]"
Our team of experienced attorneys and legal staff are skilled in preparing strong cases designed to represent the needs of our clients and to protect their,[]
"We offer Project and Change Management, Health and Safety Audits, and provide innovative state of the art digital IOT solutions for our customers. blockchain smartcontracts",[]
TRIGO Group provides global quality solutions which optimize the performance of manufacturing supply chains. Do you have a quality question?,"[('TRIGO Group', 'ORGANIZATION')]"
"360-Degree Focus on Finance-IT-Risk Management Research, Financial Intelligence Research Reports on Everything You Need to Know from FinRM Global RISK Management Network, Financial Risk Management, Systemic Risk Management, Enterprise Risk Management, Operational Risk Management","[('360-Degree', 'QUANTITY'), ('FinRM Global RISK Management Network', 'ORGANIZATION')]"
"Sky Financial is a professional accounting, tax and advisory practice. We use cloud accounting to support our clients in achieving their financial goals.","[('Sky Financial', 'ORGANIZATION')]"
"Learn more about the Midtown Bistro, a Tripadvisor top rated restaurant in North Myrtle Beach. Simple (but great tasting) food & simple prices is our motto.","[('Midtown Bistro', 'ORGANIZATION'), ('Tripadvisor', 'ORGANIZATION'), ('North Myrtle Beach', 'LOCATION')]"
"Job site tools like generators, trash pumps, light towers. Bumper to bumper parts service needs on combination vacuum trucks, street sweepers and more.",[]
"Authentic Scottish apparel and accessories. Family owed for over 50 years. Fine purveyor of Kilts, Sporrans, Sgian Dubhs, Kilt Pins, Mini Kilts, Utility Kilts, Tartans and much more.","[('Scottish', 'OTHER'), ('over 50 years', 'QUANTITY')]"
"Nature's Prize is your small-town outdoor store specializing in hunting, fishing, archery, guns, live bait, taxidermy, gunsmithing, and your experts in customer service. ","[(""Nature's Prize"", 'TITLE')]"
"NELICO is a non-profit, non-governmental organization that started in 2004. Since its inception, it has been implementing projects related to: Psychosocial Support, Youth Voice, Legal Aid, Child Protection and Prevention of Killings of People with Albinism. ","[('NELICO', 'ORGANIZATION'), ('2004', 'DATE'), ('Child Protection', 'ORGANIZATION'), ('of', 'ORGANIZATION'), ('of', 'ORGANIZATION'), ('with Albinism', 'OTHER')]"
"Move Yourself or Your Team Forward. Experienced Team Building Facilitators 
and Event Planners Serving Locally in Rhode Island and Nationally. Known 
For its Unique and Creative Problem Solving Techniques, Detail Oriented 
Event Planning and Intentional Activities and Experiences. Click to Learn 
More!","[('Rhode Island', 'LOCATION')]"
Web site created using create-react-app,[]
IMEI.us has provided phone services for more than 10 year.  imei carrier check,"[('IMEI.us', 'ORGANIZATION'), ('more than 10 year', 'QUANTITY')]"
"Starkikhoj.com is a right place for Book Artists for Events, Hire Bands, Singers, Comedians, Celebrities, DJs.","[('Starkikhoj.com', 'LOCATION')]"
Get low mortgage rates in seconds with a Aventura Mortgage Broker. Use our FREE online pre-approval tool or our refinance rate checker.,"[('Aventura', 'ORGANIZATION')]"
Advent Multipurpose Landing Page Template,"[('Advent', 'ORGANIZATION')]"
"Auto Billing provides time and expense tracking, and then promotes a more efficient invoicing process. The calendar checks work-in-progress for ommissions",[]
"M&H Telecom is the pioneer in providing telecommunication interconnection service in Bangladesh. With Next Generation Telecommunication Networks (NGN), The Company is providing ICX services to the ever expanding telecommunication network of the country. All the Cellular Mobile Operators, PSNT, IPTSP and International Gateways are connected to M&H Telecom for their domestic and international interconnection needs. In addition to ICX service M&H Telecom is one of the leading providers of Data Center Co-location service in Bangladesh.","[('M&H Telecom', 'ORGANIZATION'), ('Bangladesh', 'LOCATION'), ('Next Generation Telecommunication Networks', 'ORGANIZATION'), ('NGN', 'ORGANIZATION'), ('M&H Telecom', 'ORGANIZATION'), ('M&H Telecom', 'ORGANIZATION'), ('one of the leading', 'QUANTITY'), ('Data Center Co', 'ORGANIZATION'), ('Bangladesh', 'LOCATION')]"
Mobile Labs improves device and app testing quality and speed to delivery with robust device and testing tools. Take your testing to the next level today.,"[('Mobile', 'ORGANIZATION'), ('today', 'DATE')]"
Times Literary Supplement,[]
"Simple, affordable, and effective Facebook and Instagram marketing for small businesses.","[('Facebook', 'TITLE'), ('Instagram', 'ORGANIZATION')]"
"In print and online, Maximum Yield is your source for cannabis and cultivation knowledge, with informative grow articles and tips to enhance your life with mmj.","[('Maximum Yield', 'TITLE')]"
"Jingle Box was established in Year 2011 with the objective to maximize the brand position and sales for our represented internationally branded products, which target at young parents. Our brands includes LeapFrog, 4M Educational Toys, Britax, Lascal","[('Jingle Box', 'ORGANIZATION'), ('Year', 'DATE'), ('2011', 'DATE'), ('LeapFrog', 'ORGANIZATION'), ('4M Educational Toys', 'ORGANIZATION'), ('Britax', 'ORGANIZATION'), ('Lascal', 'ORGANIZATION')]"
"WE WERE BORN WORLD WIDE, IN 50 COUNTRIES. We know the differences between our countries, every facet, every industry","[('50 COUNTRIES', 'QUANTITY')]"
Mobile bar and event hire,[]
"Guardfire is a specialist fire protection company focused on high hazard and special risk industrial facilities such as power, petrochemical, oil and gas plants.","[('Guardfire', 'ORGANIZATION')]"
"Glorious Media is a full service media company based in Vancouver, British 
Columbia. Serving independent and corporate clients with video production, 
photography, graphic design, illustration and web design.","[('Glorious Media', 'ORGANIZATION'), ('Vancouver, British \r\nColumbia', 'LOCATION')]"
"Aero Precision manufacturers mil-spec parts and accessories, including AR15 & AR10 uppers, lowers, rifles, handguards, barrels, scope mounts and more.","[('Aero Precision', 'ORGANIZATION'), ('AR15', 'COMMERCIAL_ITEM'), ('AR10 uppers', 'COMMERCIAL_ITEM')]"
"We are fully qualified tradespeople, so if it's a house extension, loft conversion or a new build development you're after call us today!","[('today', 'DATE')]"
"Ceramic grinding and CNC machining for materials such as quartz, alumina, zirconia. We are proud to offer quality ceramics with competitive pricing.",[]
"Promotional merchandise, full service printing, decorated apparel, graphic design, direct mail and trade show campaigns.",[]
AvantPlus SciCom - A Healthcare Communication Agency is one stop solution for to improve brand identity and brand value! ,"[('AvantPlus', 'ORGANIZATION'), ('SciCom - A Healthcare Communication Agency', 'ORGANIZATION'), ('one stop solution', 'QUANTITY')]"
"Looking for rest home care, retirement villages, care homes , and independent living in New Zealand, Heritage Lifecare  offers full living and care options. <br>Looking for rest home care, retirement villages, care homes , and independent living in New Zealand, Heritage Lifecare  offers full living and care options. ","[('New Zealand', 'LOCATION'), ('Heritage Lifecare', 'ORGANIZATION'), ('New Zealand', 'LOCATION'), ('Heritage Lifecare', 'ORGANIZATION')]"
"Menang iTech Systems, offering integrated and intelligent technical solutions such as Cloud, AI, PaaS, SaaS and Fintech solutions to our clients.","[('iTech Systems', 'ORGANIZATION')]"
"China Change is a primary source in English about human rights, rule of law, and civil society in China, an essential aspect of China’s political landscape.","[('China Change', 'TITLE'), ('English', 'OTHER'), ('China', 'LOCATION'), ('China', 'LOCATION')]"
"18ct gold stacking skinny full eternity rings micro-set with precious gemstones such as diamonds, sapphires, rubies, topaz and garnets. 5 year warranty. FREE SHIPPING to UK and USA. 40 years' experience in the jewellery industry.","[('18ct', 'QUANTITY'), ('5 year warranty', 'QUANTITY'), ('UK', 'LOCATION'), ('USA', 'LOCATION'), (""40 years' experience"", 'QUANTITY')]"
More successful bets? Get sports analyses from former players or managers who attend public training and matches.,[]
A social enterprise that creates socially conscious products and experiences that allow people to do good through their everyday choices.,[]
Some information about your site...,[]
"Get online with Website Builder! Create a free 2-page website to go with your new domain. Start now for free, no credit card required!","[('2-page', 'QUANTITY')]"
"Alif International
Leather, Leather Working Gloves, And Safety Products.","[('Alif International', 'ORGANIZATION')]"
"Allergy UK approved, the NATorigin range is designed with sensitive skin and eyes in mind, as well as using as many natural and organic ingredients as possible","[('UK', 'LOCATION'), ('NATorigin', 'OTHER'), ('natural and organic ingredients', 'QUANTITY')]"
"A trusted Digital Marketing Agency | Strategy | Google Ads support |SEO services | Social Media Marketing | Training | Sydney, Australia","[('Google Ads', 'TITLE'), ('Sydney, Australia', 'LOCATION')]"
CPro Associates' expertise will help you navigate the complexities of workers compensation insurance.,"[('CPro', 'ORGANIZATION')]"
"Each business is a story worth sharing! Corporate Junction is pleased to introduce a networking pad, our very own dashboard, which would enable our clients to announce and tell their business stories through us.<br>Each business is a story worth sharing! Corporate Junction is pleased to introduce a networking pad, our very own dashboard, which would enable our clients to announce and tell their business stories through us.","[('Each business', 'QUANTITY'), ('Corporate Junction', 'ORGANIZATION'), ('Each business', 'QUANTITY'), ('Corporate Junction', 'ORGANIZATION')]"
"Our team of staff\professionals - from consulting engineers to shop technicians average of over 35 years each in electric transformer repair. Because we have the experience, the facilities and the desire to be the best... you will receive professional quality repair of all equipment that we service.","[('over 35 years each', 'QUANTITY')]"
"Easy vegan recipes your whole family will enjoy. No weird ingredients, just a simple twist here and there for the best homemade plant-based breakfast, lunch, dinner and dessert!",[]
"CaringMatters provides grief support for children & adults and non-medical hospice support in Gaithersburg, MD","[('CaringMatters', 'ORGANIZATION'), ('Gaithersburg, MD', 'LOCATION')]"
"Mantis Design, Inc., creating unique, engaging, awesome posters and games since 1998. Home of Have A Day, House Rules, and Periodic Table of Rock & Roll.","[('Mantis Design, Inc.', 'ORGANIZATION'), ('1998', 'DATE')]"
This is a default index page for a new domain.,[]
"BIOSCIENCE's mission is to be your most trusted ally in your pursuit of health and well-being. We’re committed to bringing you authoritative, approachable, and actionable content that inspires and guides you toward the best possible health outcomes for you and your family.","[('BIOSCIENCE', 'ORGANIZATION')]"
"Toronto's leading creative agency specializing in renderings, video, animations, web design, print, VR and interactive media. We produce content for marketing, branding and communication strategies.<br>Creative Media for Marketing and Communications","[('Toronto', 'LOCATION')]"
"Nox Solutions provides complete turnkey, enterprise level solutions ranging from website design, hosting and streaming to e-commerce, marketing, customer service and product fulfillment to some of the biggest names in media.","[('Nox Solutions', 'ORGANIZATION'), ('some of the biggest names', 'QUANTITY')]"
"BioMechanics home health physical therapy, occupational therapy, speech therapy in Los Angeles County, Orange County, Ventura County, San Bernardino County, Riverside County and San Diego County. We provide mobile PT, OT, ST, LCSW, and RD in the safety and comfort of their own home.  ","[('Los Angeles County', 'LOCATION'), ('Orange County', 'LOCATION'), ('Ventura County', 'LOCATION'), ('San Bernardino County', 'LOCATION'), ('Riverside County', 'LOCATION'), ('San Diego County', 'LOCATION')]"
"We are a full service Cannabinoid boutique. CBD & Hemp products from infused CBD lotions creams, CBD Tinctures, CBD capsules & CBD edibles. We offer Buddha Tea, Natural Life products, JustCBD, Ole Tyme Extracts Full Spectrum products, Organic Hemp Botanicals, and Delta 8 products. Friendly and Safe.","[('Delta', 'ORGANIZATION'), ('8', 'QUANTITY')]"
"High Pixel is a growing mobile app and web development company in Delhi, India. We develop customize mobile app and web solutions for start-ups, public figures and enterprises.","[('High Pixel', 'ORGANIZATION'), ('Delhi, India', 'LOCATION')]"
The NBL is the pre-eminent professional men's basketball league in Australia and New Zealand. The league was founded in 1979 and is currently contested by nine teams; eight from Australia and one from New Zealand.,"[('NBL', 'ORGANIZATION'), ('Australia', 'LOCATION'), ('New Zealand', 'LOCATION'), ('1979', 'DATE'), ('nine teams', 'QUANTITY'), ('eight', 'QUANTITY'), ('Australia', 'LOCATION'), ('one', 'QUANTITY'), ('New Zealand', 'LOCATION')]"
"At Plastipak, we manufacture and recycle PET and HDPE rigid packaging and preforms for beverage, food, and consumer cleaning packaging.","[('Plastipak', 'ORGANIZATION'), ('PET', 'OTHER'), ('HDPE', 'OTHER')]"
"Welcom to MARG Group, India's fastest growing Infrastuature Development Company. Our business are mainly into Ports, SEZs, Commercial & Residential Real Estate, Engineering Procurement & Construction. We also listed by Dun & Bradstreet as India's Top 500 Companies 2011.","[('MARG Group', 'ORGANIZATION'), ('India', 'LOCATION'), ('Dun & Bradstreet', 'ORGANIZATION'), ('India', 'LOCATION'), ('500', 'QUANTITY'), ('2011', 'DATE')]"
Laser Options now offers our trademark infotrack analysis: a full service office automation offering which includes the world’s most respected manufacturers,"[('Laser Options', 'ORGANIZATION'), ('full service', 'QUANTITY')]"
"Get LED Lights in Perth, Australia, at Greenhouse Technologies for best price, quality solutions and easy installation - residential, industrial and commercial. Product guarantee, expert advice and excellent customer service. Call us today on 08 9297 2969 to light up with flair.","[('Perth, Australia', 'LOCATION'), ('Greenhouse Technologies', 'ORGANIZATION'), ('today', 'DATE'), ('08 9297 2969', 'OTHER')]"
Tyre & fitment experts Takapuna Northshore Auckland we can supply you with a tyre from any major brand as we stock NZ's largest range of Tyres & Wheels.,"[('Takapuna Northshore', 'ORGANIZATION'), ('Auckland', 'LOCATION'), ('NZ', 'LOCATION'), ('Tyres & Wheels', 'ORGANIZATION')]"
Learn about your body’s nutritional needs and live a healthier lifestyle through educated choices with FoodSpa Nutritional Therapist Sam Bourne,"[('FoodSpa', 'ORGANIZATION'), ('Sam Bourne', 'PERSON')]"
Empower Systems™ is an industry-leading software company which offers ONC Certified EHR solutions for facilities of any size.,"[('Empower Systems™', 'ORGANIZATION'), ('ONC', 'OTHER'), ('EHR', 'OTHER')]"
"Distributor of case hardware, access hardware, electro-mechanical hardware and custom fabricated foam packaging.",[]
"This website is for sale! tesseractmedia.com is your first and best source for all of the information you’re looking for. From general topics to more of what you would expect to find here, tesseractmedia.com has it all. We hope you find what you are searching for!","[('tesseractmedia.com', 'ORGANIZATION'), ('first', 'QUANTITY'), ('tesseractmedia.com', 'ORGANIZATION')]"
"Spartech supplies plastic sheet and packaging solutions, delivering on the highest standards of quality, cost competitiveness & innovation. Call us today!","[('Spartech', 'ORGANIZATION'), ('today', 'DATE')]"
Needed help with digital marketing or SEO? Or maybe you are just looking for a business here in Calgary. Cargo Digital Marketing & SEO is here to help and service all of Calgary.,"[('Calgary', 'LOCATION'), ('Cargo', 'ORGANIZATION'), ('Calgary', 'LOCATION')]"
An Atlanta photography firm consisting of a small group of photographers offering specialized artwork in all areas of photography.,"[('Atlanta', 'LOCATION'), ('areas', 'QUANTITY')]"
Orchestral instrumentation and modern style combine into a distinct cinematic sound which features both explosive intensity and heartwrenching drama. Experience full-length tracks for free!,"[('both', 'QUANTITY')]"
Property Services | AAC Ventures | London,"[('AAC Ventures', 'ORGANIZATION'), ('London', 'LOCATION')]"
"#1 Website Development Company. Top SEO, PPC & Website Design Agency. GNSOFT is one of the leading digital marketing service providers in India. At GNSOFT..","[('1', 'QUANTITY'), ('GNSOFT', 'ORGANIZATION'), ('one of the leading', 'QUANTITY'), ('marketing service', 'QUANTITY'), ('India', 'LOCATION'), ('GNSOFT', 'ORGANIZATION')]"
"Redefine Technologies Inc. offers a variety of services that add value to your commercial, scientific, or military technologies.","[('Redefine Technologies Inc.', 'ORGANIZATION')]"
"Leading real estate agency in Mauritius in Sale and Rental of villas, houses, apartments, duplexes, land and commercial properties for Mauritians and foreigners","[('Mauritius', 'LOCATION'), ('Mauritians', 'PERSON')]"
About Us We are an independent full-service car rental company just outside the Dallas Fort Worth International Airport. We have been providing quality rental cars for over 15 years in the DFW area to very satisfied customers.Metro Rent A Car was founded on the simple idea that renting a car should be a seamless process. […],"[('Dallas Fort Worth International Airport', 'LOCATION'), ('over 15 years', 'QUANTITY'), ('DFW', 'LOCATION'), ('Rent A Car', 'ORGANIZATION')]"
"On Awesome Media Hub , we give you the latest topics on Entertainment, Politics, Crime, Fashion, Lifestyle, Sport, Music, Videos...<br>YOUR DESCRIPTION HERE","[('Awesome Media Hub', 'ORGANIZATION')]"
The owner of this domain has not yet uploaded their website.,[]
"If you are looking for a boat
      trip, boat charter, a special day out, a birthday gift idea or a      short break on the water. Chichester based motor boat charter      around harbour, Solent and UK South Coast","[('Chichester', 'LOCATION'), ('Solent', 'LOCATION'), ('UK South Coast', 'LOCATION')]"
Online Information From Skills Media | Lifestyle | Design | Business | Travel | News and much more,[]
"homeAR gives designers & builders the power to help their clients visualize 
a design, at full-scale, before it’s been built; in augmented reality","[('homeAR', 'TITLE')]"
The PCman Website Network is a family of websites that collectively offer valuable free services to the internet community by providing popular products and services for free to our guests.,"[('PCman Website Network', 'ORGANIZATION')]"
a place to kick back and relax,[]
"A zero-waste store in New York City offering small-batch, eco-friendly items at affordable prices.","[('New York City', 'LOCATION')]"
Real Estate Connection - Find top Real Estate Agents in your area. We help buyers and sellers navigate the entire real estate transaction start to finish.,[]
"Full service advertising agency that specializes in real estate. 200-300 leads per month, brand building, custom crm, dedicated marketing coach, and more...","[('200-300 leads per month', 'QUANTITY')]"
"I am a digital marketing consultant based near Richmond, North Yorkshire. Take a look at how I can help your business grow. Call today!","[('Richmond, North Yorkshire', 'LOCATION'), ('today', 'DATE')]"
"Get energizing workout moves, healthy recipes, and advice on losing weight and feeling great from Health.com. Find out how to manage diabetes and depression, prevent heart attacks, and more.","[('Health.com', 'ORGANIZATION')]"
"<br>Helping to provide affordable, professional development with academic degree credit possibilities for Tennessee’s early childhood education personnel.","[('Tennessee', 'LOCATION')]"
"With over 20 years of experience, Eagle Freight Logistics is your trusted international shipping distributor and logistics company.","[('over 20 years', 'QUANTITY'), ('Eagle Freight Logistics', 'ORGANIZATION')]"
"movie world services, Shooting Services, Premium Equipment Facility, Pro Media Crew, Technical Assistance, Ingenious Post Productions, Rental Equipment, Line Management, Productions",[]
"We’re connecting people, technology and data to meet today’s most pressing challenges","[('today', 'DATE')]"
"Townhouse is a Production Agency – beyond a production company or department, we bring strategy to the production process.","[('Townhouse', 'ORGANIZATION')]"
"Lucky Ten Young Talent Studio provides youth dance, acting, and music lessons. Call today!","[('Lucky Ten Young Talent Studio', 'ORGANIZATION'), ('today', 'DATE')]"
This domain may be for sale!,[]
"Angel Oak is leading the way as a wholsale non-QM lender with loan products including bank statemens, investor cash flow, platinum jumbo and more.","[('Angel Oak', 'ORGANIZATION')]"
"Since 1995, InfoZen has delivered proven results for our customers around cloud computing, agile and DevOps methodologies, mission IT, and risk analytics.","[('1995', 'DATE'), ('InfoZen', 'ORGANIZATION')]"
Handcrafted Beauty Luxuries by Farah Arif Khan,"[('Handcrafted Beauty Luxuries', 'TITLE'), ('Farah Arif Khan', 'PERSON')]"
Middle eastern Arabic recipes ,"[('Middle eastern', 'OTHER'), ('Arabic', 'OTHER')]"
"BCA Bookkeeping services by Cheryl Driscoll, CPA. Helping small businesses in WA save money and time. ","[('BCA', 'ORGANIZATION'), ('Bookkeeping', 'TITLE'), ('Cheryl Driscoll', 'PERSON'), ('CPA', 'ORGANIZATION'), ('WA', 'LOCATION')]"
"NEXDNA solutions cover marketing, creative and Technology from Web, App and CRM integration to bespoke Decision Support System.","[('NEXDNA', 'COMMERCIAL_ITEM')]"
"Founded in 1995, MTC Communications set about helping rural west central Illinois neighborhoods grow together by providing high quality telecommunications.","[('1995', 'DATE'), ('MTC Communications', 'ORGANIZATION'), ('west central Illinois', 'LOCATION')]"
"green computing, certification, green it, sustainable, data center,",[]
United Vending offer free vending machine hire in and around London. Enquire today for your contract and fuss free commercial vending solution.,"[('United Vending', 'ORGANIZATION'), ('London', 'LOCATION'), ('today', 'DATE')]"
"Your partner in implementing the right standards, processes and procedures to ensure compliance with legislation in Employment Law and Health & Safety.",[]
Agriculture and Sheep,[]
logotrans.ru - 54000₽ (748$). Domain is parked by service DomainParking.ru,"[('logotrans.ru', 'ORGANIZATION'), ('54000₽', 'QUANTITY'), ('748$', 'QUANTITY'), ('DomainParking.ru', 'ORGANIZATION')]"
Reflexion's Technology Unlocks Peak Performance Milestones Using Brain Fitness Programming. Get Your Unfair Advantage Today!,"[('Reflexion', 'OTHER'), ('Today', 'DATE')]"
